"","word1","word2","word3","n"
"4962","gps","drilling","platform",1
"4963","gps","zooplankton","net",1
"4964","graduate","research","fellowships",1
"4965","grain","size","hardness",1
"4966","grain","size","suspended",1
"4967","grazing","lawn","goose",1
"4968","green","alder","alcr",1
"4969","green","algae","earth",1
"4970","green","cabin","lake",1
"4971","green","house","gas",1
"4972","greenhouse","gas","herbivory",1
"4973","greenhouse","gases","kuparuk",1
"4974","greenland","antarctica","accumulation",1
"4975","greenland","antarctica","borehole",1
"4976","greenland","antarctica","density",1
"4977","greenland","antarctica","snow",1
"4978","greenland","antarctica","surface",1
"4979","greenland","antarctica","wais",1
"4980","greenland","arctic","moisture",1
"4981","greenland","arctic","nares",1
"4982","greenland","atmosphere","fire",1
"4983","greenland","climate","model",1
"4984","greenland","d4","aerosol",1
"4985","greenland","density","firn",1
"4986","greenland","firn","ice",1
"4987","greenland","glacial","isotatic",1
"4988","greenland","glacial","sediments",1
"4989","greenland","glacier","crevasse",1
"4990","greenland","gnss","workshop",1
"4991","greenland","greentracs","radar",1
"4992","greenland","ground","penetrating",1
"4993","greenland","hydrographic","data",1
"4994","greenland","ice","snow",1
"4995","greenland","iceberg","submarine",1
"4996","greenland","infrared","surface",1
"4997","greenland","lakes","dissolved",1
"4998","greenland","lakes","paleoclimate",1
"4999","greenland","late","holocene",1
"5000","greenland","ocean","glacier",1
"5001","greenland","outlet","glaciers",1
"5002","greenland","percolation","gpr",1
"5003","greenland","proglacial","river",1
"5004","greenland","russell","glacier",1
"5005","greenland","snow","chemistry",1
"5006","greenland","summit","carbon",1
"5007","greenland","summit","firn",1
"5008","greenland","surface","mass",1
"5009","greenland","water","pressure",1
"5010","greenland","watersheds","surface",1
"5011","greentracs","radar","imagery",1
"5012","grid","1","meter",1
"5013","grid","biota","climatologymeteorologyatmosphere",1
"5014","grid","climatologymeteorologyatmosphere","environment",1
"5015","grid","vegetation","deadhorse",1
"5016","grid","vertical","profile",1
"5017","ground","ice","precipitation",1
"5018","ground","ice","snow",1
"5019","ground","landscape","processes",1
"5020","ground","sea","ice",1
"5021","ground","temperature","alaska",1
"5022","ground","water","groundwater",1
"5023","ground","water","land",1
"5024","ground","water","springs",1
"5025","ground","water","water",1
"5026","groundwater","chemistry","field",1
"5027","groundwater","level","groundwater",1
"5028","groundwater","radium","green",1
"5029","growth","forms","soil",1
"5030","growth","lake","ice",1
"5031","growth","melt","ice",1
"5032","growth","microzooplankton","grazing",1
"5033","growth","normalized","difference",1
"5034","growth","snowfence","winter",1
"5035","growth","tree","ring",1
"5036","gt","alpine","tundra",1
"5037","gt","biosphere","gt",1
"5038","gt","passive","remote",1
"5039","gt","spectrometers","500",1
"5040","gt","spectrometers","gt",1
"5041","gt","spectrometers","radiometers",1
"5042","gt","terrestrial","ecosystems",1
"5043","gth101","ltreb","lake",1
"5044","gth46","green","cabin",1
"5045","gth58","ltreb","lake",1
"5046","gth59","ltreb","lake",1
"5047","gth68","ltreb","lake",1
"5048","gth75","golden","pond",1
"5049","gth91","ltreb","lake",1
"5050","guage","arctic","surface",1
"5051","gulkana","glacier","bering",1
"5052","habitat","field","survey",1
"5053","habitats","earth","science",1
"5054","haddocks","earth","science",1
"5055","halogens","bromine","monoxide",1
"5056","halogens","chlorine","monoxide",1
"5057","halogens","photochemistry","laboratory",1
"5058","handling","data","delivery",1
"5059","hanging","lake","lter",1
"5060","haplogroups","birnirk","thule",1
"5061","hazards","earth","science",1
"5062","hazards","tropical","cyclones",1
"5063","hchs","surface","seawater",1
"5064","heat","budget","shortwave",1
"5065","heat","capacity","earth",1
"5066","heat","cold","wave",1
"5067","heat","content","sst",1
"5068","heat","flux","transducer",1
"5069","heat","island","uhi",1
"5070","heavy","metals","concentration",1
"5071","height","beaufort","sea",1
"5072","height","meters","ice",1
"5073","helicopter","arctic","biota",1
"5074","helicopter","arctic","oceans",1
"5075","herbivore","exclusion","brown",1
"5076","herbivory","forage","quality",1
"5077","herbivory","growing","season",1
"5078","herbivory","neighbor","removal",1
"5079","herbivory","warming","neighbor",1
"5080","heritage","middle","dorset",1
"5081","highway","latitude","68.7",1
"5082","highway","trans","alaska",1
"5083","hills","antarctica","beardmore",1
"5084","hillslope","pore","water",1
"5085","historical","ecology","human",1
"5086","historical","weather","data",1
"5087","history","post","glacial",1
"5088","hogs","pigs","earth",1
"5089","holding","capacity","earth",1
"5090","holocene","computed","tomography",1
"5091","holocene","environmental","dna",1
"5092","holocene","methane","paleoclimate",1
"5093","holocene","paleomagnetism","inclination",1
"5094","horizons","fires","disturbance",1
"5095","horizons","profile","earth",1
"5096","horizons","profile","surface",1
"5097","horn","lake","lter",1
"5098","hot","springs","creek",1
"5099","hour","biota","inlandwaters",1
"5100","hour","chemistry","drifting",1
"5101","hour","climatologymeteorologyatmosphere","drifting",1
"5102","hour","climatologymeteorologyatmosphere","environment",1
"5103","hour","inlandwaters","oceans",1
"5104","hour","manned","field",1
"5105","human","animal","interactions",1
"5106","human","dimensions","field",1
"5107","human","dimensions","public",1
"5108","humidity","earth","remote",1
"5109","humidity","meteorological","station",1
"5110","humidity","sensors","manned",1
"5111","humidity","sensors","soil",1
"5112","humidity","sensors","thermocouples",1
"5113","humidity","surface","brightness",1
"5114","hunter","gatherer","societies",1
"5115","huslia","erosion","topographic",1
"5116","hydrocarbon","compounds","methane",1
"5117","hydrocarbon","uncertainty","geos",1
"5118","hydrocarbons","ddts","hchs",1
"5119","hydrogen","isotopic","values",1
"5120","hydrogen","oxygen","deuterium",1
"5121","hydrogen","rime","frost",1
"5122","hydrogeochemistry","trace","metals",1
"5123","hydrogeophysics","transient","electromagnetic",1
"5124","hydrographic","ctd","data",1
"5125","hydrographic","models","paroms",1
"5126","hydrography","oceanography","ecology",1
"5127","hydrology","arctic","river",1
"5128","hydrology","biogeochemistry","hydrogeochemistry",1
"5129","hydrology","discharge","runoff",1
"5130","hydrology","ground","ice",1
"5131","hydrology","meltwater","ice",1
"5132","hydrology","modeling","glacier",1
"5133","hydrology","oceanography","physical",1
"5134","hydrology","river","discharge",1
"5135","hydrology","transient","storage",1
"5136","hydrology","unmanned","aerial",1
"5137","hydrosphere","earth","science",1
"5138","hydrosphere","indicators","snow",1
"5139","hyperboreus","zooplankton","abundance",1
"5140","hyperboreus","zooplankton","arctic",1
"5141","i6","west","headwater",1
"5142","i6hw","lter","lake",1
"5143","i8","lter","lake",1
"5144","ice","arctic","ice",1
"5145","ice","augers","earth",1
"5146","ice","augers","ship",1
"5147","ice","bacteria","algae",1
"5148","ice","bacteria","viruses",1
"5149","ice","camp","aircraft",1
"5150","ice","camp","manned",1
"5151","ice","camp","trajectory",1
"5152","ice","core","aerosols",1
"5153","ice","core","air",1
"5154","ice","core","firn",1
"5155","ice","core","glacier",1
"5156","ice","core","ions",1
"5157","ice","core","late",1
"5158","ice","core","paleoclimate",1
"5159","ice","core","plutonium",1
"5160","ice","core","snow",1
"5161","ice","core","teleconnection",1
"5162","ice","core","trace",1
"5163","ice","core","water",1
"5164","ice","cores","atmospheric",1
"5165","ice","cores","water",1
"5166","ice","cryostructures","drained",1
"5167","ice","cryostructures","intermediate",1
"5168","ice","deformation","earth",1
"5169","ice","extent","ship",1
"5170","ice","field","survey",1
"5171","ice","freshwater","arctic",1
"5172","ice","galciers","ice",1
"5173","ice","greenland","antarctica",1
"5174","ice","ground","penetrating",1
"5175","ice","growth","lake",1
"5176","ice","historical","observations",1
"5177","ice","hydrology","arctic",1
"5178","ice","ice","deformation",1
"5179","ice","ice","motion",1
"5180","ice","leads","earth",1
"5181","ice","marine","mammals",1
"5182","ice","melt","freeze",1
"5183","ice","melt","ponds",1
"5184","ice","melt","sea",1
"5185","ice","microbiology","bacteria",1
"5186","ice","motion","temperature",1
"5187","ice","permafrost","thermokarst",1
"5188","ice","physics","lidar",1
"5189","ice","phytoplankton","mooring",1
"5190","ice","polymers","sea",1
"5191","ice","polynyas","earth",1
"5192","ice","precipitation","water",1
"5193","ice","rafted","debris",1
"5194","ice","regime","earth",1
"5195","ice","rich","permafrost",1
"5196","ice","river","ice",1
"5197","ice","salinity","mooring",1
"5198","ice","sheet","airborne",1
"5199","ice","sheet","computed",1
"5200","ice","sheet","glaciers",1
"5201","ice","sheet","holocene",1
"5202","ice","sheet","laurentide",1
"5203","ice","sheet","melt",1
"5204","ice","sheet","ocean",1
"5205","ice","sheet","percolation",1
"5206","ice","sheet","temperature",1
"5207","ice","sheets","ablation",1
"5208","ice","sheets","beryllium",1
"5209","ice","sheets","ground",1
"5210","ice","sheets","meteorite",1
"5211","ice","sheets","ocean",1
"5212","ice","sheets","quaternary",1
"5213","ice","sheets","snow",1
"5214","ice","snow","citzen",1
"5215","ice","snow","climate",1
"5216","ice","snow","precipitation",1
"5217","ice","snow","water",1
"5218","ice","snow","weather",1
"5219","ice","stress","sensors",1
"5220","ice","subsistence","conservation",1
"5221","ice","synthetic","aperture",1
"5222","ice","temperature","oceanography",1
"5223","ice","thickness","chemistry",1
"5224","ice","thickness","glacier",1
"5225","ice","thickness","ice",1
"5226","ice","thickness","oceanography",1
"5227","ice","thickness","snow",1
"5228","ice","tilt","sensors",1
"5229","ice","tongue","holocene",1
"5230","ice","wedge","polygons",1
"5231","iceberg","calving","greenland",1
"5232","iceberg","submarine","melt",1
"5233","icebergs","earth","remote",1
"5234","icebergs","earth","science",1
"5235","icebergs","glacier","motion",1
"5236","icebergs","ice","sheet",1
"5237","iceland","farmstead","geophysics",1
"5238","iceland","sustainability","human",1
"5239","icing","water","temperature",1
"5240","icp","ms","glacier",1
"5241","icp","ms","inductively",1
"5242","ii","ctd","survey",1
"5243","ikroavik","lake","mayoeak",1
"5244","image","250","meters",1
"5245","image","30","meters",1
"5246","image","climatologymeteorologyatmosphere","environment",1
"5247","imagery","land","character",1
"5248","imagery","satellite","nasa",1
"5249","imaging","radars","geosar",1
"5250","imb","buoy","meteorological",1
"5251","imnavait","atigun","river",1
"5252","imnaviat","creek","moist",1
"5253","impacts","contaminant","levels",1
"5254","impacts","geoecological","mapping",1
"5255","impacts","heavy","metals",1
"5256","implementation","arctic","resrch",1
"5257","impurities","aerosols","snow",1
"5258","inclination","declination","paleomagnetic",1
"5259","index","active","layer",1
"5260","index","northern","eurasia",1
"5261","index","reflectance","phenology",1
"5262","index","remote","sensing",1
"5263","indicator","permafrost","thaw",1
"5264","indicators","fresh","water",1
"5265","indicators","ice","depth",1
"5266","indicators","ice","extent",1
"5267","indicators","ice","floes",1
"5268","indicators","ice","growth",1
"5269","indicators","invasive","species",1
"5270","indicators","paleoclimate","reconstructions",1
"5271","indicators","precipitation","indicators",1
"5272","indicators","sea","ice",1
"5273","indicators","sea","surface",1
"5274","indicators","soil","moisture",1
"5275","indicators","temperature","variability",1
"5276","indices","earth","science",1
"5277","indigenous","communities","economic",1
"5278","indigenous","native","species",1
"5279","inductively","coupled","plasma",1
"5280","infiltration","percolation","firn",1
"5281","information","nesdis","noaa",1
"5282","infrared","analyzer","100",1
"5283","infrared","spectrometer","manned",1
"5284","infrared","surface","temperature",1
"5285","infrastructure","buildings","earth",1
"5286","infrastructure","communications","earth",1
"5287","infrastructure","photo","interpretation",1
"5288","infrastructure","transportation","earth",1
"5289","initiation","landscape","morphology",1
"5290","initiative","woods","hole",1
"5291","inlandwaters","oceans","society",1
"5292","inorganic","carbon","alaska",1
"5293","inorganic","carbon","discharge",1
"5294","inorganic","matter","ammonia",1
"5295","inorganic","matter","biogeochemistry",1
"5296","inorganic","matter","earth",1
"5297","inorganic","nitrogen","soil",1
"5298","inorganic","nutrients","alaska",1
"5299","inorganic","nutrients","microbial",1
"5300","inorganic","nutrients","mineralization",1
"5301","inorganic","nutrients","phosphorus",1
"5302","inorganic","nutrients","plants",1
"5303","insar","arctic","geoscientificinformation",1
"5304","insect","tfs","alaska",1
"5305","institution","oceanography","earth",1
"5306","instream","flow","data",1
"5307","instruments","gt","passive",1
"5308","instruments","magnetic","motion",1
